task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
cool some tomato and put it in garbagecan.,cabinet,open,SEARCH,Attempting to 'open' a container (cabinet 19) resulted in 'Nothing happens'.,Ensure the agent is at the correct location before attempting to open a container.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,22-22,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,23-24
cool some tomato and put it in garbagecan.,shelf,check,SEARCH,Using the 'check' command on a surface (shelf 1) resulted in 'Nothing happens'.,"Rely on automatic observations upon arrival at a location to identify contents, rather than using 'check'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,26-26,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,6,27-28
cool some tomato and put it in garbagecan.,countertop,look,SEARCH,Using the 'look around' command on a surface resulted in 'Nothing happens'.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,7,44-47,,,
cool some tomato and put it in garbagecan.,tomato,pick,SEARCH,The target object 'tomato' was not found after extensive systematic searching across all trials.,N/A,CANDIDATE,pick_cool_then_place_in_recep-Tomato-None-GarbageCan-5,1,1-6,,,
put a cool winebottle in cabinet.,"winebottle, fridge","cool, open",TRANSFORM,Failed to cool winebottle with fridge because the fridge was closed.,Go to the fridge and open it before attempting to cool an item.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,1,6-6,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,1,8-9
put a cool winebottle in cabinet.,fridge,"open, go",TRANSFORM,Failed to open the fridge while not at its location.,Go to the fridge before attempting to open it.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,1,7-7,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,1,8-8
put a cool winebottle in cabinet.,"winebottle, cabinet, diningtable, countertop","go, open, take",SEARCH,"Inefficiently searched many cabinets for winebottle, which was not present.",Prioritize searching common locations like countertops and dining tables for the winebottle.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,2,3-49,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,3,4-4
put a cool winebottle in cabinet.,"winebottle, fridge","put, cool",TRANSFORM,Used 'put' instead of 'cool' to transform winebottle in the fridge.,"Use the 'cool' verb with the fridge to cool an object, not 'put'.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,3,8-8,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,3,9-9
put a cool winebottle in cabinet.,"winebottle, fridge","take, cool",ACQUIRE,"Tried to take winebottle from fridge, but it was held during cooling.","Understand that 'cool with' action keeps object in hand, so no 'take' is needed.",VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,3,10-10,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,3,11-11
put a cool winebottle in cabinet.,"winebottle, cabinet","put, move",PLACE,Repeatedly failed to place winebottle into cabinets using the 'put' command.,Use 'move' instead of 'put' to place the winebottle into the cabinet.,VALID_NEXT_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,1,14-15,pick_cool_then_place_in_recep-WineBottle-None-Cabinet-16/trial_T20190907_084106_624638,4,16-16
put a cool winebottle in countertop.,"winebottle, fridge",cool,TRANSFORM,Failed to cool winebottle or open fridge due to not being at the appliance.,Go to the appliance (fridge) and open it before attempting to cool an item.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,6-7,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,9-11
put a cool winebottle in countertop.,"winebottle, countertop",place,PLACE,Used 'put in' command instead of 'move to' for placing an object on a surface.,Use the 'move to' command when placing an object on a surface like a countertop.,VALID_SAME_TRIAL,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,14-14,pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17,1,15-15
heat some apple and put it in fridge.,"apple, microwave",heat,TRANSFORM,Heated apple disappeared from inventory after heating with an open microwave.,Ensure the microwave is closed when heating an item to keep it in inventory.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,1,7-13,pick_heat_then_place_in_recep-Apple-None-Fridge-30,5,9-10
heat some apple and put it in fridge.,fridge,open,RECOVER,Agent attempted to open fridge without being at its location.,Go to the object's location before attempting to interact with it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,2-3,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,4-4
heat some apple and put it in fridge.,"apple, microwave",put,TRANSFORM,"Agent attempted to put apple into microwave before heating, but the action failed.",Do not put the item into the microwave; heat it directly while holding it and ensuring the microwave is closed.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,2,13-14,pick_heat_then_place_in_recep-Apple-None-Fridge-30,4,10-11
heat some apple and put it in fridge.,"apple, microwave",heat,TRANSFORM,Agent attempted to heat apple with microwave while microwave was closed.,Open the microwave before attempting to heat an item.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,3,8-8,pick_heat_then_place_in_recep-Apple-None-Fridge-30,3,9-10
heat some apple and put it in fridge.,"apple, fridge","put, move",PLACE,"Agent attempted to put heated apple in fridge using 'put' command, but it failed.",Use the 'move' command to place an item into a receptacle like a fridge.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-30,1,13-13,pick_heat_then_place_in_recep-Apple-None-Fridge-30,5,16-16
put a hot apple in fridge.,fridge,"open, look",PLACE,Failed to open or look inside the fridge from a distance.,Go to the fridge's location before attempting to open or look inside it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,1,3-5,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,7,34-35
put a hot apple in fridge.,"cabinet, drawer",open,SEARCH,Failed to open cabinets or drawers without being at their location.,Go to the cabinet or drawer's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,2,25-25,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,2,22-23
put a hot apple in fridge.,"apple, cup","put, move",RECOVER,Failed to put down an item using the 'put' command.,Use the 'move' command to place an item from inventory onto a surface.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,21-22,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,31-31
put a hot apple in fridge.,"cup, pot, pan, mug, kettle","take, move",ACQUIRE,Failed to take or move an item while already holding another item.,Place the currently held item down before attempting to take or move another item.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,14-14,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,31-34
put a hot apple in fridge.,"apple, microwave","heat, put",TRANSFORM,Failed to heat apple in microwave or put apple into microwave.,Heat the item in an open microwave; it can be heated even if another item is inside.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,2,8-8,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,7,32-33
put a hot apple in fridge.,"apple, stoveburner","heat, put",TRANSFORM,Failed to heat apple directly on a stoveburner without a container.,"Place the item in a suitable container (e.g., pot, pan) before heating on a stoveburner.",CANDIDATE,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,2,14-14,,,
put a hot apple in fridge.,"microwave, cup",close,TRANSFORM,Failed to close the microwave while an item was still inside.,Remove all items from the microwave before attempting to close it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,18-18,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,3,34-44
put a hot apple in fridge.,apple,"put, take",PLACE,Heated apple became un-interactable after successful heating in microwave.,No successful action or strategy was found to resolve this issue.,CANDIDATE,pick_heat_then_place_in_recep-Apple-None-Fridge-6/trial_T20190908_153716_620298,7,36-36,,,
put a hot bread in diningtable.,"bread, microwave",heat,TRANSFORM,Attempted to heat bread with microwave while it was closed.,"Heat items directly with the microwave when it is closed, without needing to open or put items inside first.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,1,6-6,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,18-18
put a hot bread in diningtable.,microwave,open,TRANSFORM,"Failed to open microwave, receiving 'Nothing happens' observation.",Successfully open the microwave to prepare for heating.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,1,7-8,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,14-14
put a hot bread in diningtable.,"bread, toaster",put,TRANSFORM,Used 'put' instead of 'heat' to warm bread with toaster.,"Use the 'heat' action for heating items with appliances, not 'put'.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,5-5,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,7-7
put a hot bread in diningtable.,"bread, toaster",heat,TRANSFORM,"Failed to heat bread using toaster, receiving 'Nothing happens'.",Switch to a known working appliance like the microwave when a new appliance fails repeatedly.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,7-7,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,13-18
put a hot bread in diningtable.,toaster,open,TRANSFORM,"Failed to open toaster, receiving 'Nothing happens' observation.",Switch to a known working appliance like the microwave when a new appliance fails repeatedly.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,9-9,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,13-18
put a hot bread in diningtable.,"bread, microwave",put,TRANSFORM,"Attempted to 'put' bread into an open microwave, which failed.","Use the 'heat' action directly on the item with the appliance, ensuring the appliance is closed, instead of 'put'.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,15-15,pick_heat_then_place_in_recep-Bread-None-DiningTable-15/trial_T20190907_030751_816698,2,18-18
heat some cup and put it in cabinet.,cabinet,open,SEARCH,"Agent repeatedly failed to open various cabinets, receiving 'Nothing happens' observation.",Cabinets can be opened by explicitly using the 'open' command after navigating to them.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,2-12,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,11-12
heat some cup and put it in cabinet.,"cup, microwave","heat, open",TRANSFORM,Agent failed to heat cup with microwave and could not open microwave.,Ensure microwave is open before attempting to heat an item with it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,17-18,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,6-9
heat some cup and put it in cabinet.,"cup, microwave",put,TRANSFORM,Agent failed to put cup into the microwave.,Heating an item with the microwave does not require explicitly putting the item inside; it works directly if the microwave is open.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,20-20,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,7-9
heat some cup and put it in cabinet.,"cup, stoveburner",heat,TRANSFORM,Agent failed to heat cup using the stoveburner.,Investigate alternative heating methods if stoveburner fails to heat the item.,CANDIDATE,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,22-22,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,22-22
heat some cup and put it in cabinet.,"cup, cabinet",put,PLACE,Agent failed to place cup into cabinet using 'put' command.,Use the 'move' command instead of 'put' to place an item into an open cabinet.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,1,26-26,pick_heat_then_place_in_recep-Cup-None-Cabinet-28,2,13-14
heat some egg and put it in garbagecan.,"fridge, cabinet, drawer, microwave","open, look in",SEARCH,"Commands `open` and `look in` failed for containers like fridge, cabinets, and microwave during object search.","Search for objects on visible surfaces directly, as container interaction commands are non-functional for finding items.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,2-18,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,32-33
heat some egg and put it in garbagecan.,"egg, microwave, stoveburner, pan","heat, open, put",TRANSFORM,Failed to heat egg using microwave (initially unable to open or place egg) or alternative methods like stoveburner/pan.,"To heat the egg, first open the microwave, then `move` the egg inside, and finally `close` the microwave before using the `heat` command.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,35-43,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,5-11
heat some egg and put it in garbagecan.,"egg, garbagecan",put,PLACE,"Used `put` command to place egg into garbagecan, which resulted in no action.",Use the `move` command instead of `put` to successfully place objects into receptacles.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,46-46,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,1,48-48
heat some egg and put it in garbagecan.,"egg, garbagecan",move,PLACE,Failed to move egg to garbagecan because the agent was not at the garbagecan's location.,Navigate to the target receptacle's location before attempting to move an object into it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,12-12,pick_heat_then_place_in_recep-Egg-None-GarbageCan-12,3,14-16
heat some mug and put it in cabinet.,"fridge, mug","open, look in",SEARCH,"Failed to open fridge 1 or find mug inside, requiring a change in search strategy.","If a container cannot be opened or an item is not found, check alternative locations for the desired object.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Cabinet-12/trial_T20190909_032940_018377,1,3-6,pick_heat_then_place_in_recep-Mug-None-Cabinet-12/trial_T20190909_032940_018377,2,3-4
