task_id,task_desc,trunc_trajectory
pick_two_obj_and_place-Egg-None-Microwave-30/trial_T20190907_163255_256147,find two egg and put them in microwave.,"Step 1: action: think: I need to find two eggs and put them in the microwave. I will start by looking for eggs in the fridge, as it's the most common place for them., observation: OK. Step 2: action: go to fridge 1, observation: You arrive at fridge 1. The fridge 1 is closed. Step 3: action: open fridge 1, observation: You open the fridge 1. The fridge 1 is open. In it, you see a apple 1, a egg 2, a egg 1, a mug 2, and a mug 1. Step 4: action: think: I have found two eggs (egg 1 and egg 2) in the fridge 1. Now I need to take them and put them in the microwave. I will take egg 1 first., observation: OK. Step..."
pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747,put two keychain in drawer.,"Step 1: action: think: I need to find two keychains and put them into a drawer. I will start by searching for the first keychain in the available objects. Drawers are a good place to start. I will check drawer 1 first., observation: OK. Step 2: action: go to drawer 1, observation: You arrive at drawer 1. The drawer 1 is closed. Step 3: action: open drawer 1, observation: You open the drawer 1. The drawer 1 is open. In it, you see nothing. Step 4: action: go to drawer 2, observation: You arrive at drawer 2. The drawer 2 is closed. Step 5: action: open drawer 2, observation: You open the drawer 2. The drawer 2 is open. In it, you see a book 1. Step 6: action: think:..."
pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_003932_911911,find two newspaper and put them in sofa.,"Step 1: action: think: To solve the task, I need to find and take the first newspaper, then put it in sofa, then find and take the second newspaper, then put it in sofa., observation: OK. Step 2: action: go to sidetable 1, observation: You arrive at sidetable 1. On the sidetable 1, you see a keychain 2, and a keychain 1. Step 3: action: go to coffeetable 1, observation: You arrive at coffeetable 1. On the coffeetable 1, you see a creditcard 2, a laptop 1, a newspaper 1, a tissuebox 2, and a tissuebox 1. Step 4: action: think: Now I find the first newspaper (1). Next, I need to take it. I can find the second newspaper later., observation: OK. Step 5: action: take newspaper 1 from..."
pick_two_obj_and_place-Pillow-None-Ottoman-208/trial_T20190908_091434_545645,find two pillow and put them in ottoman.,"Step 1: action: think: I need to find two pillows and put them in the ottoman. I will first find the first pillow, take it, and put it in the ottoman. Then I will find the second pillow, take it, and put it in the ottoman. I will start by checking the sofa for pillows., observation: OK. Step 2: action: go to sofa 1, observation: You arrive at sofa 1. On the sofa 1, you see a laptop 1, and a pillow 1. Step 3: action: take pillow 1 from sofa 1, observation: You pick up the pillow 1 from the sofa 1. Step 4: action: think: I have found and taken the first pillow. Now I need to put it in the ottoman., observation: OK. Step 5: action: move..."
pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175233_453383,find two saltshaker and put them in drawer.,"Step 1: action: think: I need to find two saltshakers and put them in a drawer. I will first search for saltshakers in common locations like countertops, then cabinets, and finally drawers. Once I find one, I will pick it up and place it in one of the available drawers. Then I will repeat the process for the second saltshaker. I will start by checking countertop 1., observation: OK. Step 2: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a egg 1, a lettuce 1, a mug 1, a saltshaker 3, and a saltshaker 1. Step 3: action: think: I have found two saltshakers (saltshaker 3 and saltshaker 1) on countertop 1. I will take saltshaker 3 first, then put it..."
pick_two_obj_and_place-SoapBar-None-Cabinet-428/trial_T20190909_013318_053714,put two soapbar in cabinet.,"Step 1: action: think: To solve the task, I need to find and take the first soapbar, then find and take the second soapbar, and finally put both soapbars into a cabinet., observation: OK. Step 2: action: think: To solve the task, I need to find and take the first soapbar, then find and take the second soapbar, and finally put both soapbars into a cabinet. I will start by looking for soapbars on the countertop, then in the sinkbasins, and then in the cabinets., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a candle 1, a handtowel 1, a soapbar 3, and a spraybottle 1. Step 4: action: take soapbar 3 from countertop 1, observation: You..."
pick_two_obj_and_place-SoapBottle-None-Cart-401/trial_T20190908_215205_561346,find two soapbottle and put them in cart.,"Step 1: action: think: To solve the task, I need to find and take the first soapbottle, then put it in cart, then find and take the second soapbottle, then put it in cart., observation: OK. Step 2: action: think: First I need to find the first soapbottle. A soapbottle is more likely to appear in bathtubbasin (1), sinkbasin (1), shelf (1-4), cart (1). I can check one by one, starting with bathtubbasin 1., observation: OK. Step 3: action: go to bathtubbasin 1, observation: You arrive at bathtubbasin 1. On the bathtubbasin 1, you see a dishsponge 1, and a soapbar 2. Step 4: action: think: I did not find a soapbottle in bathtubbasin 1. Next, I will check sinkbasin 1., observation: OK. Step 5: action: go to sinkbasin 1,..."
pick_two_obj_and_place-SoapBottle-None-GarbageCan-428/trial_T20190909_105731_241727,put two soapbottle in garbagecan.,"Step 1: action: think: To solve the task, I need to find and take the first soapbottle, then put it in garbagecan, then find and take the second soapbottle, then put it in garbagecan., observation: OK. Step 2: action: think: First I need to find the first soapbottle. A soapbottle is more likely to appear in countertop (1), sinkbasin (1-2), cabinet (1-4). I can check one by one, starting with countertop 1., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a candle 2, a handtowel 1, a soapbottle 4, and a soapbottle 2. Step 4: action: take soapbottle 4 from countertop 1, observation: You pick up the soapbottle 4 from the countertop 1. Step 5: action: think:..."
pick_two_obj_and_place-SprayBottle-None-Toilet-422/trial_T20190908_164720_891084,put two spraybottle in toilet.,"Step 1: action: think: I need to find two spraybottles and put them into the toilet. I will first find the first spraybottle, take it, and put it in the toilet. Then I will find the second spraybottle, take it, and put it in the toilet. I will start by checking common locations for spraybottles like cabinets, countertops, drawers, and shelves. I'll start with cabinet 1., observation: OK. Step 2: action: go to cabinet 1, observation: You arrive at cabinet 1. The cabinet 1 is closed. Step 3: action: open cabinet 1, observation: You open the cabinet 1. The cabinet 1 is open. In it, you see a soapbottle 1. Step 4: action: go to cabinet 2, observation: You arrive at cabinet 2. The cabinet 2 is closed. Step 5:..."
pick_two_obj_and_place-ToiletPaper-None-Shelf-422/trial_T20190908_065858_170962,put two toiletpaper in shelf.,"Step 1: action: think: To solve the task, I need to find and take the first toiletpaper, then put it in shelf, then find and take the second toiletpaper, then put it in shelf., observation: OK. Step 2: action: go to toiletpaperhanger 1, observation: You arrive at toiletpaperhanger 1. On the toiletpaperhanger 1, you see nothing. Step 3: action: go to cabinet 1, observation: You arrive at cabinet 1. The cabinet 1 is closed. Step 4: action: open cabinet 1, observation: You open the cabinet 1. The cabinet 1 is open. In it, you see a soapbottle 1, and a tissuebox 2. Step 5: action: go to cabinet 2, observation: You arrive at cabinet 2. The cabinet 2 is closed. Step 6: action: open cabinet 2, observation: You open the..."
look_at_obj_in_light-Laptop-None-DeskLamp-323/trial_T20190908_014226_839563,look at laptop under the desklamp.,"Step 1: action: think: My task is to look at a laptop under a desklamp., observation: OK. Step 2: action: think: My task is to look at a laptop under a desklamp. First, I need to find a laptop. I will start by checking the desk 1., observation: OK. Step 3: action: go to desk 1, observation: You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a desklamp 1, a keychain 1, a mug 1, a pen 2, and a pencil 1. Step 4: action: think: I have already checked desk 1 for the laptop, and it's not there. I also found a desklamp 1 on desk 1. Now I need to continue searching for the laptop. I will check sidetable 1..."
look_at_obj_in_light-Newspaper-None-DeskLamp-216/trial_T20190908_143004_004127,examine the newspaper with the desklamp.,"Step 1: action: go to sidetable 1, observation: You arrive at sidetable 1. On the sidetable 1, you see a desklamp 1, a statue 2, a statue 1, and a vase 1. Step 2: action: think: I need to examine the newspaper with the desklamp. I have located the desklamp 1 on sidetable 1. Now I need to find the newspaper. I will check diningtable 1 first, as it's a common place for newspapers., observation: OK. Step 3: action: go to diningtable 1, observation: You arrive at diningtable 1. On the diningtable 1, you see a box 1, a creditcard 2, and a newspaper 1. Step 4: action: think: I have found the desklamp 1 on sidetable 1 and the newspaper 1 on diningtable 1. I need to move the..."
look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974,examine the pencil with the desklamp.,"Step 1: action: go to desk 1, observation: You arrive at desk 1. On the desk 1, you see a alarmclock 3, a alarmclock 2, a alarmclock 1, a creditcard 1, a keychain 1, a pen 1, and a pencil 1. Step 2: action: think: I have found the pencil 1 on desk 1. Now I need to find a desklamp. I will check the remaining locations for a desklamp. I will start with desk 2., observation: OK. Step 3: action: go to desk 2, observation: You arrive at desk 2. On the desk 2, you see a keychain 3. Step 4: action: think: I have found the pencil 1 on desk 1. Now I need to find a desklamp. I have already checked desk 1 and desk 2. I..."
look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964,examine the pillow with the desklamp.,"Step 1: action: go to bed 1, observation: You arrive at bed 1. On the bed 1, you see a book 3, a book 1, a laptop 2, a laptop 1, and a pillow 1. Step 2: action: think: I need to find a desklamp first. I will check desk 1, then sidetable 1., observation: OK. Step 3: action: go to desk 1, observation: You arrive at desk 1. On the desk 1, you see a alarmclock 2, a bowl 2, a bowl 1, and a cellphone 1. Step 4: action: On the desk 1, you see a alarmclock 2, a bowl 2, a bowl 1, and a cellphone 1. There is no desklamp here., observation: Nothing happens. Step 5: action: go to sidetable 1, observation: You arrive at sidetable..."
look_at_obj_in_light-Statue-None-DeskLamp-304/trial_T20190909_011906_700145,look at statue under the desklamp.,"Step 1: action: think: My task is to ""look at statue under the desklamp"". This requires me to first find a statue, then find a desklamp, and finally ensure the statue is under the desklamp before looking at it. I will start by searching for the statue in all available locations. I will check desk 1 first, then shelf 1, then drawers, then beds, and finally the garbagecan and laundryhamper., observation: OK. Step 2: action: go to desk 1, observation: You arrive at desk 1. On the desk 1, you see a cd 1, a cellphone 1, a creditcard 3, a laptop 1, a mug 1, a pen 1, a pencil 1, a statue 2, and a statue 1. Step 3: action: think: I have found statue 1 and statue..."
